Unnamed: 0,id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,Name
1516,523063187,宝宝树孕育-火爆的备孕怀孕育儿社区,120731648,USD,0.0,456,1,4.5,5.0,7.3.0,17+,Health & Fitness,38,0,2,1,
1532,525790167,Fuel Rewards® program,58839040,USD,0.0,2249,495,4.5,4.5,2.5.4,4+,Shopping,37,0,1,1,fuelrewardsprogram
1536,526011730,Tom Loves Angela,53489664,USD,0.99,1151,129,4.0,4.0,2.0,4+,Entertainment,43,0,13,1,tomlovesangela
1539,526641427,Flow Free,20669440,USD,0.0,373857,3428,4.5,4.5,2.9,4+,Games,38,5,11,1,flowfree
1542,526831380,Storm Shield,26501120,USD,2.99,2516,994,4.5,5.0,3.8.3,12+,Weather,38,5,1,1,stormshield
1547,527445936,Photo Editor by Aviary,36269056,USD,0.0,39501,741,4.5,5.0,4.6.1,12+,Photo & Video,37,5,23,1,photoeditorbyaviary
1551,528532387,ナビタイムの乗り換え案内 - 遅延情報やバス時刻表を案内するアプリ,103106560,USD,0.0,48,3,4.5,5.0,7.13.0,4+,Navigation,37,5,1,1,
1555,529092160,今日头条 - 热点新闻资讯、娱乐视频,108229632,USD,0.0,428,0,4.5,0.0,6.1.5,17+,News,38,4,2,1,
1561,529479190,Clash of Clans,116476928,USD,0.0,2130805,579,4.5,4.5,9.24.12,9+,Games,38,5,18,1,clashofclans
1563,529652920,Zombie Tsunami,115895296,USD,0.0,31311,83,4.5,4.5,3.6.3,4+,Games,38,5,14,1,zombietsunami
1571,530425820,东方财富网领先版-财经资讯&股票开户,133628928,USD,0.99,0,0,0.0,0.0,6.9.1,4+,Finance,37,0,1,1,
1573,530621395,Wish - Shopping Made Fun,48428032,USD,0.0,141960,579,4.5,4.5,3.20.6,12+,Shopping,37,5,30,1,wishshoppingmadefun
1589,533451786,Bad Piggies,260106240,USD,0.0,26259,38,4.5,3.5,2.3.3,4+,Games,37,0,1,1,badpiggies
1597,534477679,Dr. Panda Hospital,417707008,USD,2.99,372,24,4.0,4.0,1.7,4+,Education,40,5,15,1,drpandahospital
1599,534568162,UFC ®,45790208,USD,0.0,809,4,2.5,3.0,3.0,12+,Sports,37,4,1,1,ufc
1606,535500008,Hungry Shark Evolution,320535552,USD,0.0,83784,358,4.5,4.5,4.8,12+,Games,38,5,33,1,hungrysharkevolution
1619,537263603,UNO ™ & Friends,131464192,USD,0.0,68911,2137,4.0,4.0,3.3.3,9+,Games,38,5,14,1,unofriends
1631,538671999,どうぶつしょうぎ(公式),33780714,USD,0.99,1,1,4.0,4.0,1.0,4+,Games,43,5,1,1,
1648,542511686,NBC Sports,129395712,USD,0.0,47172,28,2.5,2.5,5.4,4+,Sports,37,5,31,1,nbcsports
1649,542568747,征戦エクスカリバー,89853952,USD,0.0,8,0,3.5,0.0,3.5.20,9+,Games,40,5,16,1,
1654,543186831,8 Ball Pool™,86776832,USD,0.0,416736,19076,4.5,4.5,3.9.1,4+,Games,38,5,10,1,8ballpool
1659,543826363,大盛グルメ食堂,109486080,USD,4.99,0,0,0.0,0.0,1.11,4+,Games,38,5,1,1,
1669,545229893,Bad Piggies HD,260040704,USD,0.0,19018,81,4.5,4.5,2.3.3,4+,Games,24,5,1,1,badpiggieshd
1670,545519333,Amazon Prime Video,69435392,USD,0.0,43667,1109,4.0,4.5,4.4.1,12+,Entertainment,37,5,3,1,amazonprimevideo
1682,546630411,Can Knockdown 3,151453696,USD,1.99,1135,213,4.5,5.0,1.30,4+,Games,38,5,11,1,canknockdown3
1684,546821797,Photo Editor-,46732288,USD,0.0,9095,411,4.5,4.5,5.0.4,4+,Photo & Video,37,5,31,1,photoeditor
1688,547101139,Traffic Racer,132160512,USD,0.0,22458,369,4.5,4.5,2.4.1,4+,Games,40,4,16,1,trafficracer
1691,547166701,百度网盘,114601984,USD,0.0,2434,7,4.5,5.0,7.1.1,12+,Productivity,38,0,1,1,
1695,547702041,Tinder,126720000,USD,0.0,143040,114,3.5,4.0,7.5.1,17+,Lifestyle,37,0,42,1,tinder
1696,547951480,ZARA,61317120,USD,0.0,2731,48,4.5,4.5,3.3,4+,Shopping,37,0,29,1,zara
1697,548565954,万年历-农历黄历日历天气,111135744,USD,0.0,0,0,0.0,0.0,4.5.3,12+,Utilities,38,4,3,1,
1702,549050663,ヨドバシ,19196928,USD,0.0,0,0,0.0,0.0,2.0.1,17+,Shopping,37,0,1,1,
1703,549105915,True Skate,66697216,USD,1.99,11065,35,4.0,3.5,1.4.24,4+,Games,37,4,1,1,trueskate
1705,549421060,平安金管家 — 值得信赖的移动金融生活管家,131750912,USD,0.0,5,0,2.5,0.0,4.3.1,17+,Finance,38,0,2,1,
1709,550221096,STARZ,110111744,USD,0.0,8971,267,3.5,4.5,3.3.1,17+,Entertainment,37,5,1,1,starz
1716,551682016,スシロー,32113664,USD,0.0,0,0,0.0,0.0,3.0.0,4+,Food & Drink,37,0,1,1,
1717,551798799,WWE,88150016,USD,0.0,7553,29,4.0,3.5,3.16.0,12+,Entertainment,37,4,9,1,wwe
1726,552602056,ClassDojo,80195584,USD,0.0,35440,122,4.5,5.0,4.8.3,4+,Education,37,5,55,1,classdojo
1727,552764013,NASCAR MOBILE,70040576,USD,0.0,16385,6556,4.0,4.5,6.3.0,4+,Sports,37,4,1,1,nascarmobile
1731,553834731,Candy Crush Saga,222846976,USD,0.0,961794,2453,4.5,4.5,1.101.0,4+,Games,43,5,24,1,candycrushsaga
1740,554499054,滴滴出行,108676096,USD,0.0,1103,4,4.0,1.5,5.0.20,4+,Travel,37,0,2,1,
1752,555610791,去哪儿攻略—查游记旅游攻略，订机票酒店,57138176,USD,0.0,25,1,4.0,5.0,4.9.1,4+,Travel,37,0,1,1,
1755,555936735,Angry Birds Friends,190382080,USD,0.0,23655,376,4.0,4.5,3.4.0,4+,Games,37,5,1,1,angrybirdsfriends
1758,556164008,Real Racing 3,874184704,USD,0.0,164483,171,4.5,4.5,5.3.0,4+,Games,38,5,12,1,realracing3
1767,557137623,Angry Birds Star Wars,177338368,USD,0.0,34138,7,4.5,3.5,1.5.11,4+,Games,37,0,1,1,angrybirdsstarwars
1782,560173559,直播吧(官方版)-体育从这里开始,63309824,USD,0.0,13,0,5.0,0.0,4.5.4,12+,Sports,38,4,1,1,
1790,561625752,T-Mobile,65560576,USD,0.0,19977,828,4.0,4.5,2.9.5,4+,Productivity,37,3,1,1,tmobile
1795,562162550,ライブチャット、ビデオチャット通話が楽しめる！ ライブでゴーゴー,32168960,USD,0.0,0,0,0.0,0.0,4.9,17+,Social Networking,40,4,16,1,
1803,563718995,Bloons TD 5,113020928,USD,2.99,42078,141,4.5,4.5,3.8.3,9+,Games,40,0,15,1,bloonstd5
1810,564540143,Hill Climb Racing,108322816,USD,0.0,108183,186,4.5,4.5,1.33.0,9+,Games,37,5,1,1,hillclimbracing
1833,566813949,淘票票 - 原淘宝电影，选座购票必备,98619392,USD,0.0,29,0,3.5,0.0,6.8.2,12+,Entertainment,38,5,2,1,
1843,568141784,"sugar, sugar",25718784,USD,0.99,139,23,4.5,5.0,2.0,4+,Games,40,4,16,1,sugarsugar
1849,569077959,Timehop,67424256,USD,0.0,49510,90,3.5,2.0,4.0.12,4+,Social Networking,37,0,1,1,timehop
1855,570105907,楽天カード,81673216,USD,0.0,11,0,5.0,0.0,5.15.3,17+,Finance,37,5,1,1,
1858,570306657,LEGO Batman: DC Super Heroes,1139261440,USD,4.99,7717,1748,4.0,4.0,1.7,9+,Games,43,5,1,1,legobatmandcsuperheroes
1861,570608623,腾讯体育-NBA全网独播,89204736,USD,0.0,29,0,3.5,0.0,5.0.4,17+,Sports,37,0,1,1,nba
1871,572395608,Temple Run 2,158025728,USD,0.0,295211,91,4.5,4.0,1.37,9+,Games,38,5,1,1,templerun2
1875,573116090,Afterlight,76231680,USD,0.99,14057,79,4.5,4.5,3.2,4+,Photo & Video,37,5,1,1,afterlight
1891,575154654,Pou,40968192,USD,0.0,3783,804,4.5,4.0,1.4.69,4+,Games,40,5,20,1,pou
1895,575658129,Injustice: Gods Among Us,1829599232,USD,0.0,612532,410,4.5,4.5,2.15.1,12+,Games,39,5,13,1,injusticegodsamongus
1897,575781369,我想有个家,123449344,USD,0.0,115,1,4.5,4.0,1.2.2,4+,Games,43,5,1,1,
1900,576505181,Ingress,126825472,USD,0.0,2739,4,3.5,3.5,1.119.0,9+,Games,38,3,16,1,ingress
1921,578665578,Threema,24925184,USD,2.99,196,2,4.5,4.5,2.10.0,4+,Social Networking,37,5,9,1,threema
1929,580069644,通信量チェッカー,12864512,USD,0.0,0,0,0.0,0.0,4.0.5,4+,Utilities,37,0,2,1,
1932,580758306,一起捕鱼 - 欢乐街机电玩城,110405632,USD,0.0,0,0,0.0,0.0,3.9.0,12+,Games,40,0,1,1,
1938,581838289,地元の掲示板「ジモティー」地元でカンタン！フリマよりもお得！,108883968,USD,0.0,0,0,0.0,0.0,3.0.0,4+,Shopping,37,0,1,1,
1948,582528844,今日头条(专业版) - 推荐热点新闻资讯、娱乐视频,108479488,USD,0.99,128,0,4.5,0.0,6.1.4,17+,News,38,4,2,1,
1950,582654048,Sonic Dash,186687488,USD,0.0,418033,419,4.5,4.5,3.7.1,4+,Games,37,5,7,1,sonicdash
1952,582790430,"SeatGeek – Tickets to Sports, Concerts & Broadway",68196352,USD,0.0,6088,196,4.5,5.0,4.6.0,4+,Entertainment,37,5,1,1,seatgeekticketstosportsconcertsbroadway
1954,582934943,途家-全球公寓民宿预订平台,76228608,USD,0.0,17,2,4.5,5.0,5.32,12+,Travel,37,0,1,1,
1956,583222866,Deer Hunter Classic,185881600,USD,0.0,179111,167,4.5,4.5,3.4.0,17+,Games,38,5,12,1,deerhunterclassic
1957,583284315,零基础学音标,319086592,USD,0.99,12,2,4.5,3.0,2.0.2,4+,Education,40,3,2,1,
1961,583700738,中国移动手机营业厅(中国移动官方),62429184,USD,0.0,82,2,2.5,5.0,3.8,4+,Utilities,38,5,1,1,
1971,585478571,肌年齢診断,2134631,USD,0.0,0,0,0.0,0.0,1.0,4+,Entertainment,43,0,2,1,
1986,586447913,Microsoft Word,334425088,USD,0.0,47999,691,4.5,4.5,2.1,4+,Productivity,37,5,33,1,microsoftword
1987,586449534,Microsoft PowerPoint,336831488,USD,0.0,10939,92,4.0,4.5,2.1,4+,Productivity,37,5,33,1,microsoftpowerpoint
1990,586683407,Microsoft Excel,323411968,USD,0.0,24430,357,4.5,4.5,2.1,4+,Productivity,37,5,33,1,microsoftexcel
1995,587248280,丸亀製麺,15577088,USD,0.0,0,0,0.0,0.0,3.0.7,4+,Food & Drink,38,0,2,1,
1996,587366035,PicsArt Photo Studio: Collage Maker & Pic Editor,124726272,USD,0.0,29078,6,4.5,4.0,9.8,12+,Photo & Video,37,5,21,1,picsartphotostudiocollagemakerpiceditor
2002,588013838,VSCO,98576384,USD,0.0,11174,0,3.5,0.0,27.0,12+,Photo & Video,37,5,16,1,vsco
2012,589351740,H&M,27372544,USD,0.0,687,19,3.0,2.5,2.21.0,4+,Shopping,37,0,6,1,hm
2015,590190880,ゲオ　クーポンが貰える！ゲーム予約もできる！,34163712,USD,0.0,0,0,0.0,0.0,10.12.0,17+,Entertainment,40,0,1,1,
2043,593715088,Solitaire·,24890368,USD,0.0,66002,3238,4.5,4.5,3.1,4+,Games,37,4,18,1,solitaire
2046,594145971,家計簿マネーフォワード-自動連携で簡単 人気の家計簿,186056704,USD,0.0,14,0,5.0,0.0,7.21.2,17+,Finance,37,5,2,1,
2063,596133590,Nick,38045696,USD,0.0,13237,102,3.5,3.5,3.2,4+,Entertainment,37,4,13,1,nick
2070,597855590,Real Basketball,70336512,USD,0.0,198050,94315,4.5,4.5,1.9,4+,Games,43,5,1,1,realbasketball
2071,597986893,Plants vs. Zombies™ 2,98507776,USD,0.0,267394,1763,4.5,4.5,6.0.1,9+,Games,37,5,6,1,plantsvszombies2
2072,598127498,尚品网 - 全球精品高端时尚购物网站,71242752,USD,0.0,0,0,0.0,0.0,3.0.10,4+,Shopping,38,0,2,1,
2091,600273928,银联钱包- 银行卡管家，扫码支付享优惠,91323392,USD,0.0,9,1,3.5,3.0,4.5.3,17+,Finance,37,0,1,1,
2101,603527166,Smash Hit,97505280,USD,0.0,126233,22200,4.5,4.5,1.4.0,4+,Games,40,5,9,1,smashhit
2118,608206510,Farm Heroes Saga,262421504,USD,0.0,187579,286,4.5,4.5,2.72.16,4+,Games,38,4,14,1,farmheroessaga
2124,609405853,Dr. Panda Supermarket,138589184,USD,2.99,342,24,4.0,4.5,1.7,4+,Education,40,4,19,1,drpandasupermarket
2125,609524351,실시간 날씨,5292032,USD,0.0,12,0,3.5,0.0,1.0.15,4+,Weather,38,0,1,1,
2126,609577016,FINAL FANTASY V,167030784,USD,14.99,1808,212,4.5,5.0,1.1.3,9+,Games,43,5,12,1,finalfantasyv
2133,610386042,易经全集-[有声读物],211591168,USD,0.99,0,0,0.0,0.0,1.1,4+,Reference,40,4,1,1,
2134,610391947,Asphalt 8: Airborne,1777940480,USD,0.0,188568,2850,4.5,4.5,3.0.0,12+,Games,37,5,15,1,asphalt8airborne
2139,613398383,PlayKids - Educational Cartoons and Games for Kids,376676352,USD,0.0,2196,63,4.0,4.5,4.1.2,4+,Education,37,5,8,1,playkidseducationalcartoonsandgamesforkids
2150,616589689,海鮮!!すし街道,108208128,USD,4.99,0,0,0.0,0.0,1.1.1,4+,Games,38,5,1,1,
2164,621167809,【マイナビバイト大学生版】大学生のバイト探し・アルバイト求人,40026112,USD,0.0,0,0,0.0,0.0,1.2.7,4+,Lifestyle,38,0,1,1,
2171,623158699,Talking Ginger 2,81372160,USD,0.0,8311,101,4.5,4.5,2.4.2,4+,Entertainment,38,5,13,1,talkingginger2
2196,628677149,Yahoo Weather,123047936,USD,0.0,112603,537,4.5,4.5,1.11.3,4+,Weather,37,5,39,1,yahooweather
2211,632460897,鬼とび,9931776,USD,0.0,6,1,5.0,5.0,1.1.3,4+,Games,40,3,2,1,
2214,632827808,Tetris® Blitz,131477504,USD,0.0,122868,176,4.5,4.0,3.5.4,4+,Games,37,5,11,1,tetrisblitz
2225,634896669,美柚 - 女生助手,128416768,USD,0.0,804,0,5.0,0.0,6.0.1,17+,Health & Fitness,38,0,2,1,
2228,635206028,沪江开心词场-英语、日语、韩语学习助手,129157120,USD,0.0,417,8,4.5,5.0,6.3.1,4+,Education,37,5,24,1,
2236,636344719,平安证券,102875136,USD,0.0,0,0,0.0,0.0,6.2.3,4+,Finance,37,0,2,1,
2239,638143733,达令全球好货－正品免税，带你购全球,34791424,USD,0.0,19,0,4.5,0.0,5.9.6,12+,Shopping,38,5,2,1,
2240,638689075,Township,175876096,USD,0.0,80801,953,4.5,4.5,4.8.0,4+,Games,38,5,14,1,township
2265,642821482,Angry Birds Go!,499580928,USD,0.0,75793,953,4.0,3.5,2.6.3,4+,Games,37,5,10,1,angrybirdsgo
2268,643496868,Hangouts,94750720,USD,0.0,36404,0,4.0,0.0,16.0.0,4+,Social Networking,37,5,34,1,hangouts
2276,645422116,"Alizay, pirate girl",186402816,USD,2.99,14,1,4.5,4.0,4.0.2,4+,Book,40,5,2,1,alizaypirategirl
2278,645682444,Verizon Cloud,104749056,USD,0.0,6482,409,4.5,4.5,17.2.4,4+,Productivity,37,5,1,1,verizoncloud
2296,647804489,Solitaire ∘,103740416,USD,0.0,741,161,4.5,4.5,3.5.2,4+,Games,37,5,15,1,solitaire
2311,650276551,Seven - 7 Minute Workout Training Challenge,142803968,USD,0.0,6808,9,4.5,4.0,5.1.1,4+,Health & Fitness,37,5,8,1,seven7minuteworkouttrainingchallenge
2319,651510680,Trivia Crack,265484288,USD,0.0,393469,34,4.5,3.5,2.40,4+,Games,37,5,26,1,triviacrack
2322,652077009,Toca Builders,87713792,USD,2.99,5102,114,4.5,4.0,1.0.5,4+,Education,40,5,18,1,tocabuilders
2330,653384976,飞凡--智慧新生活,143166464,USD,0.0,0,0,0.0,0.0,4.18.0,17+,Lifestyle,37,0,1,1,
2348,656971078,Episode - Choose Your Story,182361088,USD,0.0,155903,713,4.5,4.5,6.20,12+,Games,38,5,1,1,episodechooseyourstory
2353,657500465,My Talking Tom,255747072,USD,0.0,123859,1174,4.5,4.5,4.1.2,4+,Games,38,5,13,1,mytalkingtom
2355,657675944,ようとん場,40534016,USD,0.0,9,0,4.5,0.0,1.51,12+,Games,40,0,1,1,
2361,658785238,ガールズちゃんねる - 女子のニュースとガールズトーク,61737984,USD,0.0,0,0,0.0,0.0,2.4.6,17+,News,37,0,2,1,
2376,662090840,My Talking Pet,51005440,USD,1.99,9035,72,4.5,5.0,2.4,4+,Entertainment,37,4,11,1,mytalkingpet
2379,662749248,. Calculator .,59232256,USD,0.0,1525,352,4.5,5.0,3.15,4+,Utilities,37,5,31,1,calculator
2386,664575829,Fishdom,181924864,USD,0.0,39217,1947,4.5,4.5,2.1.0,4+,Games,38,5,12,1,fishdom
2396,666508823,Battleheart Legacy,889060352,USD,4.99,3376,336,4.5,4.5,1.3.1,12+,Games,43,5,1,1,battleheartlegacy
2406,668533031,洋码头—正品保证海外买手带你全球购洋货,128899072,USD,0.0,41,0,4.5,0.0,3.6.1,4+,Shopping,37,0,1,1,
2426,672150402,Boom Beach,153955328,USD,0.0,241929,2013,4.5,4.5,30.125,9+,Games,38,5,4,1,boombeach
2429,672828590,WGT Golf Game by Topgolf,250150912,USD,0.0,53285,623,4.5,4.5,1.31.2,17+,Games,40,5,1,1,wgtgolfgamebytopgolf
2440,674474596,ゲッターズ飯田の占い,34455552,USD,0.0,0,0,0.0,0.0,2.2.1,12+,Entertainment,38,0,2,1,
2493,689180123,腾讯欢乐麻将全集,259412992,USD,0.0,205,4,3.5,2.0,6.8.92,12+,Games,43,4,1,1,
2508,692412579,Frozen Free Fall,272471040,USD,0.0,50593,3,4.5,5.0,5.2.1,4+,Games,37,5,9,1,frozenfreefall
2531,696565994,Shadow Fight 2,144713728,USD,0.0,99206,1876,4.5,4.5,1.9.29,12+,Games,40,5,1,1,shadowfight2
2537,698255242,Geometry Dash Lite,69076992,USD,0.0,370370,2650,5.0,4.5,2.11,4+,Games,37,4,1,1,geometrydashlite
2576,714796093,Cooking Fever,106808320,USD,0.0,107797,5073,4.5,4.5,2.3.1,4+,Games,38,5,14,1,cookingfever
2589,718153412,Swamp Attack,123780096,USD,0.0,16968,4969,4.5,4.5,2.1.5,17+,Games,40,5,12,1,swampattack
2597,719972451,DoorDash - Food Delivery,100554752,USD,0.0,25947,3,4.5,3.5,3.0.18,4+,Food & Drink,37,0,1,1,doordashfooddelivery
2616,724816878,Lep's World 3,85154816,USD,0.0,11341,582,4.5,4.5,1.8.9,4+,Games,37,5,19,1,lepsworld3
2622,726115780,それゆけ！ヤンキッキー,56548352,USD,0.0,0,0,0.0,0.0,3.1,4+,Games,37,0,2,1,
2646,731645633,Hitman GO,1098042368,USD,4.99,8673,227,4.5,4.5,1.12.9,9+,Games,40,5,10,1,hitmango
2648,733144873,秀色秀场-网红直播 聊天交友,88574976,USD,0.0,6,0,2.5,0.0,8.0.8,17+,Social Networking,37,0,2,1,
2660,736179781,Xbox,111777792,USD,0.0,72187,909,4.5,4.5,1705.522.332,12+,Entertainment,37,3,18,1,xbox
2667,737310995,美团外卖-甜点生鲜等零食配送，鲜花蛋糕准时必达,72879104,USD,0.0,225,17,4.5,5.0,5.6.0,4+,Food & Drink,37,0,4,1,
2669,738717933,Farming Simulator 14,133218304,USD,0.0,3615,1267,4.0,4.5,1.3.2,4+,Games,43,5,6,1,farmingsimulator14
2672,739787904,美男美女診断,14309376,USD,0.0,0,0,0.0,0.0,2.0.3,4+,Entertainment,37,0,1,1,
2680,741597322,我的密码-极简账号备忘录，安全记录管家,3905536,USD,1.99,2,2,5.0,5.0,2.3,4+,Productivity,37,3,2,1,
2694,746894884,Google Play Movies & TV,64877568,USD,0.0,1195,92,3.0,4.0,2.10.0106,12+,Entertainment,37,5,39,1,googleplaymoviestv
2717,753237901,スタバで呪文,43293696,USD,0.0,0,0,0.0,0.0,2.8,4+,Food & Drink,37,5,1,1,
2723,758453889,AJ Jump: Animal Jam Kangaroos!,160192512,USD,1.99,834,65,4.5,3.5,1.6,4+,Games,40,5,1,1,ajjumpanimaljamkangaroos
2729,761980429,戦国乙女〜剣戟に舞う白き剣聖〜,1406185472,USD,14.99,0,0,0.0,0.0,1.0.4,17+,Games,43,0,2,0,
2734,763692274,Grand Theft Auto: San Andreas,2060416000,USD,6.99,32533,188,4.0,4.0,2.0,17+,Games,37,5,7,1,grandtheftautosanandreas
2743,766695512,懂球帝 - 足球迷必备神器,77705216,USD,0.0,439,2,4.5,4.5,5.6,12+,Sports,38,0,8,1,
2746,767319014,Angry Birds Epic RPG,581533696,USD,0.0,84680,68,4.5,4.5,2.1.2,4+,Games,37,5,11,1,angrybirdsepicrpg
2753,768592885,宜搜小说-亿万网友共享高品质阅读离线追更,42125312,USD,0.0,201,8,4.5,4.5,2.17.0,17+,Book,38,0,2,1,
2755,768620766,合戦!!にんじゃ村,186089472,USD,4.99,0,0,0.0,0.0,2.00,4+,Games,38,5,1,1,
2768,771989093,LEGO® Friends,766447616,USD,4.99,400,316,4.0,4.5,1.2.67152,4+,Games,38,5,1,1,legofriends
2811,785267899,赤ペン 提出カメラ,22713344,USD,0.0,0,0,0.0,0.0,3.2,4+,Education,36,5,1,1,
2817,787130974,咪咕视频-电视剧综艺直播,43587584,USD,0.0,0,0,0.0,0.0,4.0.0,17+,Lifestyle,38,0,3,1,
2819,787786130,宜人贷借款,64179200,USD,0.0,12,0,4.5,0.0,4.4.0,17+,Finance,38,0,1,1,
2829,791532221,开心消消乐®,136075264,USD,0.0,40,2,4.0,2.5,1.1.34,4+,Games,40,5,3,1,
2837,794156760,ゆるドラシル -本格派神話RPG-,91238400,USD,0.0,14,0,4.5,0.0,01.44.02,4+,Games,37,5,1,1,rpg
2851,796339836,"平安好车主-用车助手,安全管家",85696512,USD,0.0,5,0,1.5,0.0,3.11.2,17+,Lifestyle,38,0,2,1,
2853,796870199,工银融e联,100601856,USD,0.0,13,0,1.5,0.0,2.3.7,12+,Finance,40,0,2,1,e
2857,797339772,お弁当をつくろう！ママごっこ－お仕事体験知育アプリ,83139584,USD,1.99,0,0,0.0,0.0,1.3.1,4+,Education,40,5,2,1,
2867,802869990,宜搜小说-热门网络书籍看书追更必备神器,39294976,USD,0.99,8,0,5.0,0.0,2.17.0,17+,Book,38,0,2,1,
2871,803781859,作业帮-小初高学生拍照答疑学习辅导助手,134531072,USD,0.0,101,0,4.5,0.0,8.6.4,4+,Education,38,5,1,1,
2886,806077016,War Robots,600535040,USD,0.0,97122,380,4.5,4.5,2.9.0,12+,Games,38,5,17,1,warrobots
2915,816202468,Crazy Freekick,33681408,USD,0.0,228,11,4.5,4.5,1.0.5,4+,Games,40,5,12,1,crazyfreekick
2928,821399915,"单机三国志-不抽卡无体力,战个痛快",134600704,USD,0.99,15,0,4.5,0.0,1.3.9,9+,Games,43,5,2,1,
2963,830201595,大空ヘクタール農園,109408256,USD,4.99,0,0,0.0,0.0,2.0.0,4+,Games,38,5,1,1,
2969,833517462,Just Dance Now,67874816,USD,0.0,2535,181,3.5,3.5,1.6.6,4+,Games,38,5,14,1,justdancenow
2988,836071680,Wishbone - Compare Anything,117052416,USD,0.0,20649,49,4.5,3.0,5.17.4,12+,Social Networking,37,0,1,1,wishbonecompareanything
2993,838500730,Family Guy: The Quest for Stuff,131257344,USD,0.0,104060,269,4.5,4.0,1.48.3,17+,Games,38,4,19,1,familyguythequestforstuff
3007,841118013,BET NOW - Watch Shows,37992448,USD,0.0,967,507,2.5,3.5,3.3.0,17+,Entertainment,37,4,1,1,betnowwatchshows
3010,841386224,妙健康-健康自测管家,156249088,USD,0.0,0,0,0.0,0.0,4.2.1,17+,Health & Fitness,37,0,1,1,
3015,842842640,Google Docs,199993344,USD,0.0,64259,138,4.5,4.5,1.2017.20203,4+,Productivity,37,4,69,1,googledocs
3016,842849113,Google Sheets,292418560,USD,0.0,24602,39,4.5,4.5,1.2017.20204,4+,Productivity,37,3,69,1,googlesheets
3024,845918296,Zombie Catchers,103388160,USD,0.0,16805,1136,4.5,4.5,1.17,12+,Games,38,5,10,1,zombiecatchers
3026,847177468,世界邦行程大师-出国自由行定制专家,83551232,USD,0.0,0,0,0.0,0.0,3.7.6,4+,Travel,37,0,1,1,
3030,847492141,Score! Hero,170775552,USD,0.0,85395,2856,4.5,4.5,1.55,4+,Games,37,5,12,1,scorehero
3045,850417475,Candy Crush Soda Saga,241862656,USD,0.0,133394,101,4.5,4.5,1.91.5,4+,Games,40,5,6,1,candycrushsodasaga
3050,852197796,Red Ball 4,105723904,USD,0.99,9818,177,4.5,4.5,1.3.11,4+,Games,38,5,15,1,redball4
3057,852801905,タップル誕生 - 出会いアプリで趣味から恋活・婚活,62878720,USD,0.0,37,1,4.5,5.0,2.2.1,17+,Social Networking,37,0,2,1,
3059,852912420,Summoners War,38124544,USD,0.0,137122,336,4.5,4.0,3.4.3,12+,Games,38,5,15,1,summonerswar
3063,853834250,Peggle Blast,454746112,USD,0.0,11528,1153,4.0,3.5,2.10.0,9+,Games,38,5,6,1,peggleblast
3086,860380109,全民炸金花-首款含电玩城百家乐的棋牌游戏,44426240,USD,0.0,22,1,5.0,5.0,2.0.9,17+,Games,40,4,2,1,
3089,860822992,Kim Kardashian: Hollywood,239976448,USD,0.0,397730,467,4.5,4.5,6.6.0,12+,Games,38,5,1,1,kimkardashianhollywood
3093,862469459,オービス警報 - オービス/速度取締り&渋滞,40777728,USD,2.99,0,0,0.0,0.0,1.8.6,4+,Navigation,37,4,2,1,
3097,862880884,パチスロ モンスターハンター 月下雷鳴,1997754368,USD,14.99,0,0,0.0,0.0,1.0.2,12+,Games,43,0,1,0,
3100,863882795,斗鱼--王者大神在直播,200382464,USD,0.0,266,1,2.5,1.0,2.500,4+,Entertainment,37,5,1,1,
3115,867827909,SONIC Drive-In,71068672,USD,0.0,1645,109,4.0,4.0,3.0.0,4+,Food & Drink,37,0,1,1,sonicdrivein
3120,868077558,Bitmoji - Your Personal Emoji,105198592,USD,0.0,37972,783,4.5,4.0,10.6.1,12+,Utilities,37,0,22,1,bitmojiyourpersonalemoji
3137,871095743,虎牙直播-热门高清游戏互动直播平台,77289472,USD,0.0,38,0,3.5,0.0,4.7.0,17+,Entertainment,38,5,2,1,
3147,872438427,星になったカイロくん,186052608,USD,4.99,0,0,0.0,0.0,2.01,4+,Games,38,5,1,1,
3148,872461032,最後の英単語学習！マジタン,80379904,USD,0.99,0,0,0.0,0.0,3.0.0,4+,Education,38,0,1,1,
3186,879478102,Google Slides,249625600,USD,0.0,9920,44,4.0,4.5,1.2017.20204,4+,Productivity,37,5,69,1,googleslides
3191,880047117,Angry Birds 2,446483456,USD,0.0,109104,3636,4.0,4.5,2.13.0,4+,Games,37,5,10,1,angrybirds2
3195,880971164,Assassin's Creed Identity,2538487808,USD,4.99,3517,1187,4.0,4.0,2.8.2,12+,Games,38,5,11,1,assassinscreedidentity
3198,881270303,XCOM®: Enemy Within,3508826112,USD,9.99,2855,2515,4.0,4.0,1.1.0,17+,Games,38,5,9,1,xcomenemywithin
3207,882365789,ダイエットが続く！人気のカロリー・体重管理アプリ 「もぐたん」,45577216,USD,0.0,28,0,4.5,0.0,3.3.1,4+,Health & Fitness,37,0,1,1,
3217,883237617,My Emma :),136275968,USD,0.0,8412,149,4.5,4.5,2.7.0,4+,Games,38,5,1,1,myemma
